Work order,Date,Color,Texure,Size,Quantity in,Product Type
BULK091,14-Aug-24,9A,Regular,16,798,SD
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
