Work order,Date,Color,Texure,Size,Quantity in,Product Type
DH-FEB-33,03-Apr-24,10B,Regular,20,5000,SD
DH-FEB-36,11-Apr-24,11B,Regular,20,2000,SD
INV-APR-07,04-Apr-24,11B,Regular,22,2000,SD
INV-APR-08,30-May-24,11A,Regular,16,1000,SD
INV-APR-15,30-May-24,11A,Regular,20,1000,SD
